TRAINING DATASET	HUMAN ENTREZ	MOUSE ENTREZ	MAPPING	SYM	SYNONYMS	DESCRIPTION	TARGETP	YEASTMITOHOMOLOG	RICKETTSIA_BLASTP_EXPECT	MITODOMAIN	PGC_INDUCTION	COEXPRESSION_GNF_N50	PROTEOMICS	MAESTRO_SCORE	MITOCARTA_cFDR	MITOCARTA_LIST	MCARTA_TYPE	NUM_MSMS_TISSUES	CHOMOSOME	START	STOP	PFAM_DOMAINS
Tmito	10449	52538	HomoloGene	ACAA2	DSAEC	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	3		2.90E-79	1	2	24	75-100pure	26	0%	1	known	14	18	45563872	45593899	Thiolase_N | Thiolase_C
Tmito	55847	52637	HomoloGene	ZCD1	C10orf70|MDS029|MGC14684	"zinc finger, CDGSH-type domain 1"	0			-2	3	35	75-100pure	18	0%	1	known	14	10	59698920	59717867	
Tmito	197257	52815	HomoloGene	LDHD	MGC57726	lactate dehydrogenase D	1	1		1	0		50-75pure	26	0%	1	known	8	16	73703258	73708165	FAD-oxidase_C | FAD_binding_4
Tmito	26164	52856	HomoloGene	GTPBP5	FLJ10741|MGC29512|dJ1005F21.2	GTP binding protein 5 (putative)	2		1.50E-12	1	2	1		11	3%	1	known		20	60201647	60211167	MMR_HSR1 | GTP1_OBG
Tmito	6341	52892	HomoloGene	SCO1	SCOD1	SCO cytochrome oxidase deficient homolog 1 (yeast)	1	1	8.40E-27	1	2	0	50-75pure	30	0%	1	known	14	17	10524378	10541561	SCO1-SenC
Tmito	10452	53333	HomoloGene	TOMM40	C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	5			0	3	5	50-75pure	14	2%	1	known	14	19	50086333	50098782	Porin_3
Tmito	8192	53895	HomoloGene	CLPP	-	"ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)"	3		2.90E-61	1	2	30	50-75pure	29	0%	1	known	14	19	6312462	6319914	CLP_protease
Tmito	4694	54405	HomoloGene	NDUFA1	CI-MWFE|MWFE|ZNF183	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa"	0			-2	0	38	75-100pure	14	3%	1	known	14	X	118889761	118894645	
Tmito	56624	54447	HomoloGene	ASAH2	HNAC1|MGC129777	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	0			-1	0	1	0-25ambig	-9	89%	1	known	2	10	51617077	51678318	Ceramidase_alk
Tmito	11238	56078	HomoloGene	CA5B	CA-VB|MGC39962	"carbonic anhydrase VB, mitochondrial"	2			0	0		25-50pure	9	3%	1	known	7	X	15666345	15712578	Carb_anhydrase
Tmito	23456	56199	HomoloGene	ABCB10	EST20237|M-ABC2|MTABC2	"ATP-binding cassette, sub-family B (MDR/TAP), member 10"	1	1	3.90E-72	0	2	3	25-50pure	24	0%	1	known	11	1	227718952	227761064	ABC_tran | ABC_membrane
Tmito	51253	56280	HomoloGene	MRPL37	MGC878|MRP-L2|MRPL2|RPML2	mitochondrial ribosomal protein L37	4			-2	2	5	25-50pure	11	3%	1	known	12	1	54438427	54456638	
Tmito	6182	56282	HomoloGene	MRPL12	5c5-2|L12mt|MGC8610|MRP-L31/34|MRPL7|MRPL7/L12|RPML12	mitochondrial ribosomal protein L12	1	1		0	4	34	50-75pure	34	0%	1	known	14	17	77280811	77284952	Ribosomal_L12
Tmito	29928	56322	HomoloGene	TIMM22	TEX4|TIM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	0	1		1	2	0	50-75ambig	14	3%	1	known	14	17	847106	852156	Tim17
Tmito	3954	56384	HomoloGene	LETM1	-	leucine zipper-EF-hand containing transmembrane protein 1	2			1	0	0	50-75pure	15	1%	1	known	14	4	1784557	1827771	LETM1
Tmito	5832	56454	HomoloGene	ALDH18A1	GSAS|MGC117316|P5CS|PYCS	"aldehyde dehydrogenase 18 family, member A1"	1			1	0	0	50-75pure	19	0%	1	known	11	10	97355675	97406556	AA_kinase
Tmito	23787	56462	HomoloGene	MTCH1	CGI-64|MGC131998|PSAP	mitochondrial carrier homolog 1 (C. elegans)	0			-2	0	0	25-50pure	1	20%	1	known	14	6	37043894	37061926	
Tmito	25828	56551	HomoloGene	TXN2	MT-TRX|MTRX|TRX2	thioredoxin 2	2		8.90E-19	0	2	10	25-50pure	19	0%	1	known	13	22	35193038	35207632	Thioredoxin
Tmito	11216	56697	HomoloGene	AKAP10	D-AKAP2|MGC9414|PRKA10	A kinase (PRKA) anchor protein 10	5			-2	0	0		-5	69%	1	known		17	19749340	19821720	
Tmito	1723	56749	HomoloGene	DHODH	DHOdehase	dihydroorotate dehydrogenase	0			1	0		25-50pure	8	4%	1	known	11	16	70600143	70616455	DHO_dh
Tmito	10240	57312	HomoloGene	MRPS31	IMOGN38|MRP-S31	mitochondrial ribosomal protein S31	3			-2	3		25-50ambig	7	5%	1	known	11	13	40201432	40243292	
Tmito	11315	57320	HomoloGene	PARK7	DJ-1|DJ1|FLJ27376	"Parkinson disease (autosomal recessive, early onset) 7"	0			-1	1	0	75-100crude	-9	88%	1	known	14	1	7944379	7967925	DJ-1_PfpI
Tmito	11112	58875	HomoloGene	HIBADH	MGC40361|NS5ATP1	3-hydroxyisobutyrate dehydrogenase	1			1	2	12	50-75pure	28	0%	1	known	14	7	27531585	27669126	F420_oxidored | NAD_binding_2
Tmito	58472	59010	HomoloGene	SQRDL	CGI-44	sulfide quinone reductase-like (yeast)	1	1		0	3	2	75-100pure	24	0%	1	known	11	15	43714547	43770770	Pyr_redox_2
Tmito	55288	59040	HomoloGene	RHOT1	ARHT1|FLJ11040|FLJ12633|MIRO-1	"ras homolog gene family, member T1"	4	1		1	0	0	25-50pure	15	0%	1	known	13	17	27493585	27576858	Miro | EF_assoc_1 | EF_assoc_2 | Ras | efhand
Tmito	93408	59310	HomoloGene	MYLC2PL	PLRLC	"myosin light chain 2, precursor lymphocyte-specific"	0			0	0	0		-6	82%	1	known		7	101043474	101059117	efhand
Tmito	56945	64655	HomoloGene	MRPS22	C3orf5|GIBT|GK002|MRP-S22|RPMS22	mitochondrial ribosomal protein S22	1			-2	2	4	50-75pure	17	0%	1	known	13	3	140545550	140558577	
Tmito	51649	64656	HomoloGene	MRPS23	CGI-138|HSPC329|MRP-S23	mitochondrial ribosomal protein S23	5			-2	2	7	50-75pure	12	3%	1	known	14	17	53271840	53282397	
Tmito	64432	64658	HomoloGene	MRPS25	DKFZp313H0817|FLJ00023|MRP-S25|RPMS25	mitochondrial ribosomal protein S25	4			0	7	0	50-75pure	11	3%	1	known	14	3	15065022	15081819	L51_S25_CI-B8
Tmito	63931	64659	HomoloGene	MRPS14	DJ262D12.2|HSMRPS14|MRP-S14	mitochondrial ribosomal protein S14	2	1	4.40E-11	0	1	0	25-50pure	16	0%	1	known	13	1	173249750	173259183	Ribosomal_S14
Tmito	64951	64660	HomoloGene	MRPS24	HSPC335|MRP-S24	mitochondrial ribosomal protein S24	2			-2	1	30	50-75ambig	15	0%	1	known	13	7	43872681	43875621	
Tmito	7818	65111	HomoloGene	DAP3	DAP-3|DKFZp686G12159|MGC126058|MGC126059|MRP-S29|MRPS29|bMRP-10	death associated protein 3	3			-2	0		50-75pure	9	3%	1	known	14	1	153925497	153974943	
Tmito	513	66043	HomoloGene	ATP5D	-	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"	2	1	0.00002	1	3	40	25-50pure	36	0%	1	known	14	19	1192748	1195823	ATP-synt_DE | ATP-synt_DE_N
Tmito	4711	66046	HomoloGene	NDUFB5	CI-SGDH|DKFZp686N02262|FLJ30597|MGC111204|MGC12314|SGDH	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"	1			-2	3	39	25-50pure	26	0%	1	known	14	3	180805268	180824981	
Tmito	116541	66047	HomoloGene	MRPL54	-	mitochondrial ribosomal protein L54	1			1	2	3	50-75pure	22	0%	1	known	13	19	3713671	3718555	Ribosomal_L37
Tmito	6391	66052	HomoloGene	SDHC	CYB560|CYBL|PGL3|QPS1|SDH3	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	2		4.40E-13	1	3		25-50pure	21	0%	1	known	14	1	159550789	159601164	Sdh_cyt
Tmito	1349	66142	HomoloGene	COX7B	-	cytochrome c oxidase subunit VIIb	2			1	3	40	0-25pure	25	0%	1	known	12	X	77041616	77047536	COX7B
Tmito	51318	66223	HomoloGene	MRPL35	-	mitochondrial ribosomal protein L35	2			-2	4		0-25ambig	7	5%	1	known	7	2	86280090	86293480	
Tmito	51021	66242	HomoloGene	MRPS16	CGI-132|FLJ22062|FLJ40972|MRP-S16|RPMS16	mitochondrial ribosomal protein S16	5	1	1.90E-15	0	0	8	50-75ambig	14	3%	1	known	14	10	74678606	74682456	Ribosomal_S16
Tmito	51373	66258	HomoloGene	MRPS17	HSPC011|MRP-S17|RPMS17	mitochondrial ribosomal protein S17	4			0	2	1	50-75ambig	6	7%	1	known	14	7	55987104	55990527	Ribosomal_S17
Tmito	60492	66365	HomoloGene	CCDC90B	MDS011|MDS025|MGC104239	coiled-coil domain containing 90B	2	1		-2	0	0	50-75pure	15	1%	1	known	14	11	82650149	82675024	DUF1640
Tmito	4717	66377	HomoloGene	NDUFC1	KFYI|MGC117464|MGC126847|MGC138266	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa"	1			-2	2			8	5%	1	known		4	140430540	140436406	
Tmito	10102	66399	HomoloGene	TSFM	EF-TS|EF-Tsmt	"Ts translation elongation factor, mitochondrial"	1		5.60E-22	1	2		50-75pure	26	0%	1	known	14	12	56462825	56476783	EF_TS | UBA
Tmito	55967	66414	HomoloGene	NDUFA12	B17.2|DAP13	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12"	0		0.0000056	1	0	38	75-100pure	22	0%	1	known	14	12	93889239	93921641	NDUFA12
Tmito	4701	66416	HomoloGene	NDUFA7	B14.5a	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa"	5			1	1	35	75-100pure	21	0%	1	known	14	19	8282243	8292265	CI-B14_5a
Tmito	51024	66437	HomoloGene	FIS1	CGI-135|TTC11	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	0	1		-2	0	1	50-75pure	8	4%	1	known	14	7	100669612	100675085	
Tmito	51025	66449	HomoloGene	Magmas	CGI-136	mitochondria-associated protein involved in granulocyte-macrophage colony-stimulating factor signal transduction	4	1		1	0	1	75-100pure	18	0%	1	known	14	16	4330252	4341300	Pam16
Tmito	7388	66576	HomoloGene	UQCRH	MGC111572	ubiquinol-cytochrome c reductase hinge protein	0	1		1	3	38	75-100ambig	25	0%	1	known	14	1	46541966	46555034	UCR_hinge
Tmito	54675	66586	HomoloGene	CRLS1	C20orf155|CLS1|GCD10|dJ967N21.6	cardiolipin synthase 1	0	1	0.00000019	0	0	8		6	7%	1	known		20	5934878	5966038	CDP-OH_P_transf
Tmito	56616	66593	HomoloGene	DIABLO	DIABLO-S|FLJ10537|FLJ25049|SMAC|SMAC3	diablo homolog (Drosophila)	1			1	0	1	50-75ambig	15	0%	1	known	13	12	121258161	121276551	Smac_DIABLO
Tmito	54974	66628	HomoloGene	THG1L	FLJ11601|FLJ20546|ICF45	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	0			-2	0			-6	76%	1	known		5	157090900	157099349	Thg1
Tmito	7386	66694	HomoloGene	UQCRFS1	RIS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"	2	1	6.10E-43	1		37	50-75pure	34	0%	1	known	14	19	34390006	34395953	UCR_TM | Rieske | Ubiq-Cytc-red_N
Tmito	25915	66706	HomoloGene	C3orf60	2P1|DKFZP564J0123|E3-3|MGC10527	chromosome 3 open reading frame 60	2			-1	2	0	50-75pure	8	4%	1	known	14	3	49032911	49035931	DUF498
Tmito	617	66821	HomoloGene	BCS1L	BCS|BCS1|FLNMS|GRACILE|Hs.6719|h-BCS	BCS1-like (yeast)	0	1	0.000000017	1	0	39	25-50pure	25	0%	1	known	14	2	219232701	219236409	BCS1_N | AAA
Tmito	2110	66841	HomoloGene	ETFDH	ETFQO|MADD	electron-transferring-flavoprotein dehydrogenase	0	1		1	5		50-75pure	20	0%	1	known	14	4	159812943	159849268	DAO | ETF_QO
Tmito	9553	66845	HomoloGene	MRPL33	C2orf1|MGC111093|MGC13694|MGC23922|RPL33L	mitochondrial ribosomal protein L33	3			-2	0		25-50pure	7	6%	1	known	11	2	27848087	27856111	
Tmito	23203	66865	HomoloGene	PMPCA	Alpha-MPP|INPP5E|KIAA0123|MGC104197	peptidase (mitochondrial processing) alpha	1	1	2.30E-26	1	1		50-75pure	28	0%	1	known	14	9	138424936	138438033	Peptidase_M16 | Peptidase_M16_C
Tmito	6392	66925	HomoloGene	SDHD	CBT1|PGL|PGL1|SDH4	"succinate dehydrogenase complex, subunit D, integral membrane protein"	3			1	4	39	25-50pure	25	0%	1	known	14	11	111462831	111471726	CybS
Tmito	6389	66945	HomoloGene	SDHA	FP|SDH2|SDHF	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	2	1	0	1	4	36	75-100pure	38	0%	1	known	14	5	271446	309791	Succ_DH_flav_C | FAD_binding_2
Tmito	28973	66973	HomoloGene	MRPS18B	C6orf14|DKFZp564H0223|HSPC183|HumanS18a|MRP-S18-2|MRPS18-2|PTD017|S18amt	mitochondrial ribosomal protein S18B	5		0.0003	0	2	1	25-50ambig	7	6%	1	known	10	6	30693584	30702147	Ribosomal_S18
Tmito	84311	67036	HomoloGene	MRPL45	MGC11321	mitochondrial ribosomal protein L45	2			0	3	17	25-50pure	17	0%	1	known	10	17	33706516	33732627	Tim44
Tmito	5019	67041	HomoloGene	OXCT1	OXCT|SCOT	3-oxoacid CoA transferase 1	1			1	5		50-75pure	25	0%	1	known	14	5	41765923	41906359	CoA_trans
Tmito	140823	67067	HomoloGene	C20orf52	MGC111180|ROMO1|bA353C18.2	chromosome 20 open reading frame 52	0			-2	0	1	25-50pure	1	20%	1	known	11	20	33750805	33752315	
Tmito	4700	67130	HomoloGene	NDUFA6	B14|CI-B14|LYRM6|NADHB14	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa"	2			1	3	32	75-100pure	30	0%	1	known	14	22	40811475	40816833	Complex1_LYR
Tmito	128308	67212	HomoloGene	MRPL55	AAVG5835|DKFZp686D1387|MGC61802|PRO19675	mitochondrial ribosomal protein L55	3			-2	3	39	50-75pure	22	0%	1	known	13	1	226361002	226363626	
Tmito	54996	67247	HomoloGene	MOSC2	FLJ20605|RP11-270A6.1	MOCO sulphurase C-terminal domain containing 2	4			1	2	0	50-75pure	15	1%	1	known	14	1	218988298	219024221	MOSC_N | MOSC
Tmito	4714	67264	HomoloGene	NDUFB8	ASHI|CI-ASHI	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"	1			1	3		50-75pure	25	0%	1	known	14	10	102273486	102279625	NDUF_B8
Tmito	26589	67308	HomoloGene	MRPL46	C15orf4|LIECG2|MGC22762|P2ECSL	mitochondrial ribosomal protein L46	2	1		-2	6	31	25-50pure	27	0%	1	known	12	15	86803713	86811622	
Tmito	55669	67414	HomoloGene	MFN1	DKFZp762F247|FLJ20693|MGC41806|hfzo1|hfzo2	mitofusin 1	0			1	5		25-50ambig	9	3%	1	known	12	3	180548173	180593707	Dynamin_N | Fzo_mitofusin
Tmito	55149	67440	HomoloGene	PAPD1	FLJ10486|RP11-305E6.3|mtPAP	PAP associated domain containing 1	1			0	2		25-50ambig	13	3%	1	known	10	10	30641764	30678253	PAP_assoc
Tmito	9650	67472	HomoloGene	MTFR1	CHPPR|KIAA0009	mitochondrial fission regulator 1	4			-2	0	6		0	31%	1	known		8	66719527	66785339	DUF729
Tmito	115286	67582	HomoloGene	SLC25A26	DKFZp434E079|SAMC	"solute carrier family 25, member 26"	0	1		1	2	26	25-50ambig	18	0%	1	known	6	3	66376316	66512040	Mito_carr
Tmito	94033	67634	HomoloGene	FTMT	MTF	ferritin mitochondrial	3			0	0	0	25-50ambig	2	15%	1	known	1	5	121215548	121216426	Ferritin
Tmito	6390	67680	HomoloGene	SDHB	IP|PGL4|SDH|SDH1|SDHIP	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	2	1	4.00E-98	1	3	41	75-100pure	38	0%	1	known	14	1	17217839	17253232	Fer2
Tmito	29074	67681	HomoloGene	MRPL18	HSPC071|MRP-L18	mitochondrial ribosomal protein L18	4			-2	2	0	25-50ambig	4	11%	1	known	14	6	160131487	160139450	
Tmito	79590	67707	HomoloGene	MRPL24	FLJ20917|MGC22737|MGC9831|MRP-L18	mitochondrial ribosomal protein L24	2		0.00000008	0	2	1	50-75pure	16	0%	1	known	14	1	154973717	154977546	KOW
Tmito	10981	67844	HomoloGene	RAB32	-	"RAB32, member RAS oncogene family"	0	1		0	0	1		-1	41%	1	known		6	146906520	146917781	Miro | Ras
Tmito	92399	67871	MGI	MRRF	MRFF|MTRRF|RRF	mitochondrial ribosome recycling factor	1		6.00E-16	1			50-75pure	24	0%	1	known	14	9	124066967	124125563	RRF
Tmito	51537	67900	HomoloGene	MTP18	HSPC242	mitochondrial protein 18 kDa	0			-2	3	18	75-100pure	13	3%	1	known	14	22	29151719	29155040	
Tmito	9804	67952	HomoloGene	TOMM20	KIAA0016|MAS20|MGC117367|MOM19|TOM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	0			1	0		25-50crude	2	19%	1	known	13	1	233339282	233358753	MAS20
Tmito	27109	68055	HomoloGene	ATP5S	ATPW|HSU79253	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B)"	0			-2	0	4	25-50pure	1	20%	1	known	13	14	49848796	49862417	
Tmito	51629	68066	HomoloGene	SLC25A39	CGI-69|FLJ22407	"solute carrier family 25, member 39"	0	1		1	3	3		8	4%	1	known		17	39752521	39757709	Mito_carr
Tmito	4718	68197	HomoloGene	NDUFC2	B14.5b|NADHDH2	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa"	0			1	0	37	50-75pure	19	0%	1	known	14	11	77457043	77468578	NDUF_C2
Tmito	4698	68202	HomoloGene	NDUFA5	B13|CI-13KD-B|DKFZp781K1356|FLJ12147|NUFM|UQOR13	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa"	0			1	4	39	75-100pure	24	0%	1	known	14	7	122968318	122985193	ETC_C1_NDUFA5
Tmito	5162	68263	HomoloGene	PDHB	DKFZp564K0164|PHE1B	pyruvate dehydrogenase (lipoamide) beta	1	1	7.00E-103	0	3		50-75pure	28	0%	1	known	14	3	58388397	58394593	Transketolase_C | Transket_pyr
Tmito	79751	68267	HomoloGene	SLC25A22	FLJ13044|GC1	"solute carrier family 25 (mitochondrial carrier: glutamate), member 22"	0			1	0	1	50-75pure	9	3%	1	known	14	11	780474	786220	Mito_carr
Tmito	25821	68291	HomoloGene	MTO1	CGI-02	mitochondrial translation optimization 1 homolog (S. cerevisiae)	1	1	0	1	1	10	0-25ambig	24	0%	1	known	10	6	74228208	74267895	GIDA
Tmito	4716	68342	HomoloGene	NDUFB10	PDSW	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa"	0			-2	4	36	75-100pure	18	0%	1	known	14	16	1949519	1951976	
Tmito	4722	68349	HomoloGene	NDUFS3	-	"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)"	1		1.70E-42	1	3		75-100pure	28	0%	1	known	14	11	47557207	47562689	Complex1_30kDa
Tmito	79594	68350	HomoloGene	C1orf166	FLJ12875|RP11-401M16.2	chromosome 1 open reading frame 166	0			-2	5	33	0-25ambig	9	3%	1	known	2	1	20698529	20707240	
Tmito	4702	68375	HomoloGene	NDUFA8	CI-19KD|CI-PGIV|MGC793|PGIV	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa"	0			0	3	39	75-100pure	19	0%	1	known	14	9	123946157	123961918	CHCH
Tmito	116540	68499	HomoloGene	MRPL53	FLJ90728|MGC20402	mitochondrial ribosomal protein L53	3			-2	2	10	75-100pure	16	0%	1	known	14	2	74552616	74553434	
Tmito	28998	68537	HomoloGene	MRPL13	L13|L13mt|RPL13|RPML13	mitochondrial ribosomal protein L13	3	1	2.20E-18	0	2	20	75-100pure	26	0%	1	known	14	8	121477263	121526827	Ribosomal_L13
Tmito	10573	68611	HomoloGene	MRPL28	MAAT1|MGC8499|p15	mitochondrial ribosomal protein L28	2		0.000027	-2	1	26	75-100pure	19	0%	1	known	12	16	357396	360540	
Tmito	51023	68735	HomoloGene	MRPS18C	CGI-134|FLJ11146|FLJ22967|MRP-S18-1|MRPS18-1	mitochondrial ribosomal protein S18C	4		0.0000018	0	0	5	25-50pure	12	3%	1	known	13	4	84596195	84601899	Ribosomal_S18
Tmito	84532	68738	HomoloGene	ACSS1	ACAS2L|AceCS2L|FLJ45659|MGC33843	acyl-CoA synthetase short-chain family member 1	2			0	0	0	50-75pure	10	3%	1	known	13	20	24934872	24987615	AMP-binding
Tmito	122704	68836	HomoloGene	MRPL52	-	mitochondrial ribosomal protein L52	1			-2	0	0	50-75ambig	10	3%	1	known	10	14	22368935	22374085	
Tmito	65018	68943	HomoloGene	PINK1	BRPK|FLJ27236|PARK6	PTEN induced putative kinase 1	1			0	0	12		9	3%	1	known		1	20832534	20850590	Pkinase
Tmito	65080	69163	HomoloGene	MRPL44	FLJ12701|FLJ13990	mitochondrial ribosomal protein L44	1			-2	2	11	50-75pure	22	0%	1	known	10	2	224530377	224540667	Ribonuclease_3
Tmito	51022	69367	HomoloGene	GLRX2	GRX2|bA101E13.1	glutaredoxin 2	0	1	1.80E-10	0	0	1	50-75ambig	8	4%	1	known	11	1	191332222	191341866	Glutaredoxin
Tmito	64965	69527	HomoloGene	MRPS9	RPMS9	mitochondrial ribosomal protein S9	3		9.80E-16	0	3	3	50-75ambig	11	3%	1	known	14	2	105020937	105082849	Ribosomal_S9
Tmito	10939	69597	HomoloGene	AFG3L2	FLJ25993	AFG3 ATPase family gene 3-like 2 (yeast)	2	1	3.00E-120	1	2		50-75pure	27	0%	1	known	14	18	12319107	12367193	FtsH_ext | Peptidase_M41 | AAA
Tmito	123263	69606	HomoloGene	MTFMT	FMT1	mitochondrial methionyl-tRNA formyltransferase	3	1	6.90E-22	1	1	2		11	3%	1	known		15	63081900	63109017	Formyl_trans_N
Tmito	81034	69906	HomoloGene	SLC25A32	FLJ23872|MFTC	"solute carrier family 25, member 32"	3	1		1	0	1		8	4%	1	known		8	104480041	104496446	Mito_carr
Tmito	55750	69923	HomoloGene	MULK	AGK|FLJ10842	multiple substrate lipid kinase	0			0	0	0	25-50pure	2	17%	1	known	12	7	140897692	141000677	DAGK_cat
Tmito	51067	70120	HomoloGene	YARS2	CGI-04|FLJ13995	tyrosyl-tRNA synthetase 2 (mitochondrial)	1	1	5.30E-59	0			0-25pure	20	0%	1	known	12	12	32790725	32800140	tRNA-synt_1b
Tmito	1352	70383	HomoloGene	COX10	-	"COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)"	4	1	3.90E-24	0	2	1		8	4%	1	known		17	13913443	14052718	UbiA
Tmito	54968	70397	HomoloGene	TMEM70	FLJ20533	transmembrane protein 70	0			-2	2	21	0-25pure	9	3%	1	known	14	8	75050997	75065676	DUF1301
Tmito	25874	70456	HomoloGene	BRP44	DKFZP564B167|MGC125752|MGC125753	brain protein 44	5	1		-2	7	35	75-100pure	25	0%	1	known	14	1	166153933	166171856	UPF0041
Tmito	84275	70556	HomoloGene	SLC25A33	BMSC-MCP|MGC4399	"solute carrier family 25, member 33"	0	1		1	1	2	0-25ambig	6	7%	1	known	6	1	9522114	9565417	Mito_carr
Tmito	10352	70560	HomoloGene	WARS2	TrpRS	tryptophanyl tRNA synthetase 2 (mitochondrial)	2	1	1.70E-59	0	0	1	25-50ambig	12	3%	1	known	10	1	119375361	119484809	tRNA-synt_1b
Tmito	54995	71147	HomoloGene	OXSM	FASN2D|FLJ20604|KS	"3-oxoacyl-ACP synthase, mitochondrial"	0	1	6.20E-97	1	0	10	25-50pure	20	0%	1	known	8	3	25806574	25811028	Ketoacyl-synt_C | ketoacyl-synt
Tmito	57107	71365	HomoloGene	PDSS2	C6orf210|bA59I9.3|hDLP1	"prenyl (decaprenyl) diphosphate synthase, subunit 2"	0	1	0.00034	-2	0		0-25ambig	4	11%	1	known	3	6	107580455	107887447	
Tmito	10476	71679	HomoloGene	ATP5H	ATP5JD|ATPQ	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d"	0	1		-2		36	75-100pure	20	0%	1	known	14	17	70546549	70554668	Mt_ATP-synt_D
Tmito	54938	71984	HomoloGene	SARS2	FLJ20450|SARS|SARSM|SERS|SYS|SerRSmt|mtSerRS	seryl-tRNA synthetase 2	1		1.30E-42	1	1	3	25-50ambig	17	0%	1	known	7	19	44097745	44113375	tRNA-synt_2b | Seryl_tRNA_N
Tmito	55687	72026	HomoloGene	TRMU	MGC99627|MTO2|MTU1|TRMT|TRMT1|TRNT1	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	4	1	2.90E-37	1	2	0	0-25ambig	15	1%	1	known	6	22	45109961	45131900	tRNA_Me_trans
Tmito	56922	72039	HomoloGene	MCCC1	DKFZp686B20267|FLJ25545|MCC-B|MCCA	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	2		0	1	2		50-75pure	22	0%	1	known	14	3	184215701	184300053	ATP-grasp | Biotin_carb_C | CPSase_L_D2 | RimK | Biotin_lipoyl | CPSase_L_chain
Tmito	150209	72168	HomoloGene	AIFM3	AIFL|FLJ30473	"apoptosis-inducing factor, mitochondrion-associated, 3"	0		2.60E-10	1	2	0		5	10%	1	known		22	19649433	19665648	Pyr_redox | Pyr_redox_2 | Rieske
Tmito	10128	72416	HomoloGene	LRPPRC	CLONE-23970|GP130|LRP130|LSFC	leucine-rich PPR-motif containing	2			0	3	35	75-100pure	25	0%	1	known	14	2	43968390	44076647	PPR
Tmito	219	72535	HomoloGene	ALDH1B1	ALDH5|ALDHX|MGC2230	"aldehyde dehydrogenase 1 family, member B1"	3	1		0	0	0	75-100pure	14	3%	1	known	11	9	38382701	38388657	Aldedh
Tmito	4729	72900	MGI	NDUFV2	-	"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa"	1		6.30E-52	1	5		75-100pure	28	0%	1	known	14	18	9092724	9124335	Complex1_24kDa
Tmito	9512	73078	HomoloGene	PMPCB	Beta-MPP|MPP11|MPPB|MPPP52	peptidase (mitochondrial processing) beta	1	1	3.60E-50	1	2		50-75pure	31	0%	1	known	12	7	102725108	102742368	Peptidase_M16 | Peptidase_M16_C
Tmito	65991	73297	HomoloGene	FUNDC2	DC44|FLJ33773|HCBP6|HCC3|MGC131676|MGC2495|PD03104	FUN14 domain containing 2	4			-2	0	0	50-75ambig	3	15%	1	known	9	X	153908257	153938384	FUN14
Tmito	83447	73333	HomoloGene	SLC25A31	AAC4|ANT4|DKFZp434N1235|SFEC35kDa	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	0	1		1			75-100ambig	13	3%	1	known	14	4	128871023	128914896	Mito_carr
Tmito	9481	74011	HomoloGene	SLC25A27	FLJ33552|UCP4	"solute carrier family 25, member 27"	0	1		1	0	0	25-50ambig	8	4%	1	known	4	6	46728638	46752934	Mito_carr
